route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,trip_type
3,000014,88____:049::8892007:8895208:10:1035:20220320,Zottegem,11006,,45,,1
15,000019,88____:049::8892205:8896008:5:845:20220410,Courtrai,11006,,46,,1
11,000006,88____:049::8896388:8896008:2:846:20220408,Courtrai,11006,,47,,1
9,000011,88____:049::8895802:8895505:10:1219:20220327,Grammont,11006,,48,,1
1,000016,88____:049::8896305:8896735:5:1041:20220227,Poperinge,11007,,49,,1
2,000021,88____:049::8892338:8892205:6:824:20220220,Lichtervelde,11007,,50,,1
14,000018,88____:049::8895000:8895802:3:843:20220306,Denderleeuw,11007,,51,,1
3,000003,88____:049::8892007:8895208:10:1435:20220313,Zottegem,11007,,52,,1
3,000014,88____:049::8892007:8895208:10:1135:20220320,Zottegem,11007,,53,,1
15,000019,88____:049::8892205:8896008:5:945:20220410,Courtrai,11007,,54,,1
11,000006,88____:049::8896388:8896008:2:946:20220408,Courtrai,11007,,55,,1
9,000011,88____:049::8895802:8895505:10:1319:20220327,Grammont,11007,,56,,1
1,000016,88____:049::8896305:8896735:5:1141:20220227,Poperinge,11008,,57,,1
2,000021,88____:049::8892338:8892205:6:924:20220220,Lichtervelde,11008,,58,,1
14,000018,88____:049::8895000:8895802:3:943:20220306,Denderleeuw,11008,,59,,1
3,000003,88____:049::8892007:8895208:10:1535:20220313,Zottegem,11008,,60,,1
3,000014,88____:049::8892007:8895208:10:1235:20220320,Zottegem,11008,,61,,1
15,000019,88____:049::8892205:8896008:5:1045:20220410,Courtrai,11008,,62,,1
11,000006,88____:049::8896388:8896008:2:1046:20220408,Courtrai,11008,,63,,1
9,000011,88____:049::8895802:8895505:10:1419:20220327,Grammont,11008,,64,,1
1,000016,88____:049::8896305:8896735:5:1241:20220227,Poperinge,11009,,65,,1
2,000021,88____:049::8892338:8892205:6:1024:20220220,Lichtervelde,11009,,66,,1
14,000018,88____:049::8895000:8895802:3:1043:20220306,Denderleeuw,11009,,67,,1
3,000003,88____:049::8892007:8895208:10:1635:20220313,Zottegem,11009,,68,,1
3,000014,88____:049::8892007:8895208:10:1335:20220320,Zottegem,11009,,69,,1
15,000019,88____:049::8892205:8896008:5:1145:20220410,Courtrai,11009,,70,,1
11,000006,88____:049::8896388:8896008:2:1146:20220408,Courtrai,11009,,71,,1
9,000011,88____:049::8895802:8895505:10:1519:20220327,Grammont,11009,,72,,1
1,000016,88____:049::8896305:8896735:5:1341:20220227,Poperinge,11010,,73,,1
2,000021,88____:049::8892338:8892205:6:1124:20220220,Lichtervelde,11010,,74,,1
14,000018,88____:049::8895000:8895802:3:1143:20220306,Denderleeuw,11010,,75,,1
3,000003,88____:049::8892007:8895208:10:1735:20220313,Zottegem,11010,,76,,1
3,000014,88____:049::8892007:8895208:10:1435:20220320,Zottegem,11010,,77,,1
15,000019,88____:049::8892205:8896008:5:1245:20220410,Courtrai,11010,,78,,1
11,000006,88____:049::8896388:8896008:2:1246:20220408,Courtrai,11010,,79,,1
9,000011,88____:049::8895802:8895505:10:1619:20220327,Grammont,11010,,80,,1
1,000016,88____:049::8896305:8896735:5:1441:20220227,Poperinge,11011,,81,,1
2,000021,88____:049::8892338:8892205:6:1224:20220220,Lichtervelde,11011,,82,,1
14,000018,88____:049::8895000:8895802:3:1243:20220306,Denderleeuw,11011,,83,,1
3,000003,88____:049::8892007:8895208:10:1835:20220313,Zottegem,11011,,84,,1
3,000014,88____:049::8892007:8895208:10:1535:20220320,Zottegem,11011,,85,,1
15,000019,88____:049::8892205:8896008:5:1345:20220410,Courtrai,11011,,86,,1
11,000006,88____:049::8896388:8896008:2:1346:20220408,Courtrai,11011,,87,,1
9,000011,88____:049::8895802:8895505:10:1719:20220327,Grammont,11011,,88,,1
1,000016,88____:049::8896305:8896735:5:1541:20220227,Poperinge,11012,,89,,1
2,000021,88____:049::8892338:8892205:6:1324:20220220,Lichtervelde,11012,,90,,1
14,000018,88____:049::8895000:8895802:3:1343:20220306,Denderleeuw,11012,,91,,1
3,000003,88____:049::8892007:8895208:10:1935:20220313,Zottegem,11012,,92,,1
3,000014,88____:049::8892007:8895208:10:1635:20220320,Zottegem,11012,,93,,1
15,000019,88____:049::8892205:8896008:5:1445:20220410,Courtrai,11012,,94,,1
11,000006,88____:049::8896388:8896008:2:1446:20220408,Courtrai,11012,,95,,1
9,000011,88____:049::8895802:8895505:10:1819:20220327,Grammont,11012,,96,,1
1,000016,88____:049::8896305:8896735:5:1641:20220227,Poperinge,11013,,97,,1
2,000021,88____:049::8892338:8892205:6:1424:20220220,Lichtervelde,11013,,98,,1
14,000018,88____:049::8895000:8895802:3:1443:20220306,Denderleeuw,11013,,99,,1
3,000003,88____:049::8892007:8895208:10:2035:20220313,Zottegem,11013,,100,,1
3,000014,88____:049::8892007:8895208:10:1735:20220320,Zottegem,11013,,101,,1
15,000019,88____:049::8892205:8896008:5:1545:20220410,Courtrai,11013,,102,,1
11,000006,88____:049::8896388:8896008:2:1546:20220408,Courtrai,11013,,103,,1
9,000011,88____:049::8895802:8895505:10:1919:20220327,Grammont,11013,,104,,1
1,000016,88____:049::8896305:8896735:5:1741:20220227,Poperinge,11014,,105,,1
2,000021,88____:049::8892338:8892205:6:1524:20220220,Lichtervelde,11014,,106,,1
14,000018,88____:049::8895000:8895802:3:1543:20220306,Denderleeuw,11014,,107,,1
3,000003,88____:049::8892007:8895208:10:2135:20220313,Zottegem,11014,,108,,1
3,000014,88____:049::8892007:8895208:10:1835:20220320,Zottegem,11014,,109,,1
15,000019,88____:049::8892205:8896008:5:1645:20220410,Courtrai,11014,,110,,1
11,000006,88____:049::8896388:8896008:2:1646:20220408,Courtrai,11014,,111,,1
9,000011,88____:049::8895802:8895505:10:2019:20220327,Grammont,11014,,112,,1
1,000016,88____:049::8896305:8896735:5:1841:20220227,Poperinge,11015,,113,,1
2,000021,88____:049::8892338:8892205:6:1624:20220220,Lichtervelde,11015,,114,,1
14,000018,88____:049::8895000:8895802:3:1643:20220306,Denderleeuw,11015,,115,,1
3,000022,88____:049::8892007:8895208:10:2235:20220312,Zottegem,11015,,116,,1
16,000023,88____:049::8892007:8895505:12:2343:20220313,Grammont,11015,,117,,1
3,000014,88____:049::8892007:8895208:10:1935:20220320,Zottegem,11015,,118,,1
15,000019,88____:049::8892205:8896008:5:1745:20220410,Courtrai,11015,,119,,1
11,000006,88____:049::8896388:8896008:2:1746:20220408,Courtrai,11015,,120,,1
9,000011,88____:049::8895802:8895505:10:2119:20220327,Grammont,11015,,121,,1
1,000016,88____:049::8896305:8896735:5:1941:20220227,Poperinge,11016,,122,,1
2,000021,88____:049::8892338:8892205:6:1724:20220220,Lichtervelde,11016,,123,,1
14,000018,88____:049::8895000:8895802:3:1743:20220306,Denderleeuw,11016,,124,,1
16,000022,88____:049::8892007:8895505:12:2443:20220312,Grammont,11016,,125,,1
3,000014,88____:049::8892007:8895208:10:2035:20220320,Zottegem,11016,,126,,1
15,000019,88____:049::8892205:8896008:5:1845:20220410,Courtrai,11016,,127,,1
11,000006,88____:049::8896388:8896008:2:1846:20220408,Courtrai,11016,,128,,1
9,000011,88____:049::8895802:8895505:10:2219:20220327,Grammont,11016,,129,,1
1,000016,88____:049::8896305:8896735:5:2041:20220227,Poperinge,11017,,130,,1
2,000021,88____:049::8892338:8892205:6:1824:20220220,Lichtervelde,11017,,131,,1
14,000018,88____:049::8895000:8895802:3:1843:20220306,Denderleeuw,11017,,132,,1
3,000003,88____:049::8895208:8892007:10:732:20220313,Gand-Saint-Pierre,11017,,133,,1
3,000014,88____:049::8892007:8895208:10:2135:20220320,Zottegem,11017,,134,,1
15,000019,88____:049::8892205:8896008:5:1945:20220410,Courtrai,11017,,135,,1
11,000006,88____:049::8896388:8896008:2:1946:20220408,Courtrai,11017,,136,,1
9,000011,88____:049::8895505:8895802:10:759:20220327,Denderleeuw,11017,,137,,1
1,000016,88____:049::8896305:8896735:5:2141:20220227,Poperinge,11018,,138,,1
2,000021,88____:049::8892338:8892205:6:1924:20220220,Lichtervelde,11018,,139,,1
14,000018,88____:049::8895000:8895802:3:1943:20220306,Denderleeuw,11018,,140,,1
3,000003,88____:049::8895208:8892007:10:832:20220313,Gand-Saint-Pierre,11018,,141,,1
3,000024,88____:049::8892007:8895208:10:2235:20220319,Zottegem,11018,,142,,1
16,000025,88____:049::8892007:8895505:12:2343:20220320,Grammont,11018,,143,,1
15,000019,88____:049::8892205:8896008:5:2045:20220410,Courtrai,11018,,144,,1
11,000006,88____:049::8896388:8896008:2:2046:20220408,Courtrai,11018,,145,,1
9,000011,88____:049::8895505:8895802:10:859:20220327,Denderleeuw,11018,,146,,1
1,000016,88____:049::8896305:8896735:5:2241:20220227,Poperinge,11019,,147,,1
2,000021,88____:049::8892338:8892205:6:2024:20220220,Lichtervelde,11019,,148,,1
14,000018,88____:049::8895000:8895802:3:2043:20220306,Denderleeuw,11019,,149,,1
3,000003,88____:049::8895208:8892007:10:932:20220313,Gand-Saint-Pierre,11019,,150,,1
16,000024,88____:049::8892007:8895505:12:2443:20220319,Grammont,11019,,151,,1
15,000019,88____:049::8892205:8896008:5:2145:20220410,Courtrai,11019,,152,,1
11,000006,88____:049::8896388:8896008:2:2146:20220408,Courtrai,11019,,153,,1
9,000011,88____:049::8895505:8895802:10:959:20220327,Denderleeuw,11019,,154,,1
1,000016,88____:049::8896305:8896735:5:2341:20220227,Poperinge,11020,,155,,1
2,000021,88____:049::8892338:8892205:6:2124:20220220,Lichtervelde,11020,,156,,1
14,000018,88____:049::8895000:8895802:3:2143:20220306,Denderleeuw,11020,,157,,1
3,000003,88____:049::8895208:8892007:10:1032:20220313,Gand-Saint-Pierre,11020,,158,,1
3,000014,88____:049::8895208:8892007:10:732:20220320,Gand-Saint-Pierre,11020,,159,,1
15,000019,88____:049::8892205:8896008:5:2245:20220410,Courtrai,11020,,160,,1
11,000006,88____:049::8896388:8896008:2:2246:20220408,Courtrai,11020,,161,,1
9,000011,88____:049::8895505:8895802:10:1059:20220327,Denderleeuw,11020,,162,,1
1,000016,88____:049::8896305:8896735:5:2441:20220227,Poperinge,11021,,163,,1
2,000021,88____:049::8892338:8892205:6:2224:20220220,Lichtervelde,11021,,164,,1
14,000018,88____:049::8895000:8895802:3:2243:20220306,Denderleeuw,11021,,165,,1
3,000003,88____:049::8895208:8892007:10:1132:20220313,Gand-Saint-Pierre,11021,,166,,1
3,000014,88____:049::8895208:8892007:10:832:20220320,Gand-Saint-Pierre,11021,,167,,1
15,000019,88____:049::8892205:8896008:5:2345:20220410,Courtrai,11021,,168,,1
11,000006,88____:049::8896008:8896388:2:626:20220408,Bissegem,11021,,169,,1
9,000011,88____:049::8895505:8895802:10:1159:20220327,Denderleeuw,11021,,170,,1
3,000003,88____:049::8895208:8892007:10:1232:20220313,Gand-Saint-Pierre,11022,,171,,1
3,000014,88____:049::8895208:8892007:10:932:20220320,Gand-Saint-Pierre,11022,,172,,1
11,000006,88____:049::8896008:8896388:2:726:20220408,Bissegem,11022,,173,,1
17,000026,88____:049::8894508:8821006:8:129:20220307,Anvers-Central,11022,,174,,1
9,000011,88____:049::8895505:8895802:10:1259:20220327,Denderleeuw,11022,,175,,1
18,000027,88____:049::8894201:8892007:5:106:20220226,Gand-Saint-Pierre,11023,,176,,1
3,000003,88____:049::8895208:8892007:10:1332:20220313,Gand-Saint-Pierre,11023,,177,,1
3,000014,88____:049::8895208:8892007:10:1032:20220320,Gand-Saint-Pierre,11023,,178,,1
11,000006,88____:049::8896008:8896388:2:826:20220408,Bissegem,11023,,179,,1
9,000011,88____:049::8895505:8895802:10:1359:20220327,Denderleeuw,11023,,180,,1
3,000003,88____:049::8895208:8892007:10:1432:20220313,Gand-Saint-Pierre,11024,,181,,1
3,000014,88____:049::8895208:8892007:10:1132:20220320,Gand-Saint-Pierre,11024,,182,,1
11,000006,88____:049::8896008:8896388:2:926:20220408,Bissegem,11024,,183,,1
9,000011,88____:049::8895505:8895802:10:1459:20220327,Denderleeuw,11024,,184,,1
3,000003,88____:049::8895208:8892007:10:1532:20220313,Gand-Saint-Pierre,11025,,185,,1
3,000014,88____:049::8895208:8892007:10:1232:20220320,Gand-Saint-Pierre,11025,,186,,1
11,000006,88____:049::8896008:8896388:2:1026:20220408,Bissegem,11025,,187,,1
9,000011,88____:049::8895505:8895802:10:1559:20220327,Denderleeuw,11025,,188,,1
3,000003,88____:049::8895208:8892007:10:1632:20220313,Gand-Saint-Pierre,11026,,189,,1
3,000014,88____:049::8895208:8892007:10:1332:20220320,Gand-Saint-Pierre,11026,,190,,1
11,000006,88____:049::8896008:8896388:2:1126:20220408,Bissegem,11026,,191,,1
9,000011,88____:049::8895505:8895802:10:1659:20220327,Denderleeuw,11026,,192,,1
1,000016,88____:049::8896735:8896305:5:524:20220227,Menin,11027,,193,,1
2,000021,88____:049::8892205:8892338:6:830:20220220,La Panne,11027,,194,,1
14,000018,88____:049::8895802:8895000:3:644:20220306,Alost,11027,,195,,1
3,000003,88____:049::8895208:8892007:10:1732:20220313,Gand-Saint-Pierre,11027,,196,,1
3,000014,88____:049::8895208:8892007:10:1432:20220320,Gand-Saint-Pierre,11027,,197,,1
11,000006,88____:049::8896008:8896388:2:1226:20220408,Bissegem,11027,,198,,1
9,000011,88____:049::8895505:8895802:10:1759:20220327,Denderleeuw,11027,,199,,1
1,000016,88____:049::8896735:8896305:5:624:20220227,Menin,11028,,200,,1
2,000021,88____:049::8892205:8892338:6:930:20220220,La Panne,11028,,201,,1
14,000018,88____:049::8895802:8895000:3:744:20220306,Alost,11028,,202,,1
3,000003,88____:049::8895208:8892007:10:1832:20220313,Gand-Saint-Pierre,11028,,203,,1
3,000014,88____:049::8895208:8892007:10:1532:20220320,Gand-Saint-Pierre,11028,,204,,1
15,000019,88____:049::8896008:8892205:5:725:20220410,Lichtervelde,11028,,205,,1
11,000006,88____:049::8896008:8896388:2:1326:20220408,Bissegem,11028,,206,,1
9,000011,88____:049::8895505:8895802:10:1859:20220327,Denderleeuw,11028,,207,,1
1,000016,88____:049::8896735:8896305:5:724:20220227,Menin,11029,,208,,1
2,000021,88____:049::8892205:8892338:6:1030:20220220,La Panne,11029,,209,,1
14,000018,88____:049::8895802:8895000:3:844:20220306,Alost,11029,,210,,1
3,000003,88____:049::8895208:8892007:10:1932:20220313,Gand-Saint-Pierre,11029,,211,,1
3,000014,88____:049::8895208:8892007:10:1632:20220320,Gand-Saint-Pierre,11029,,212,,1
15,000019,88____:049::8896008:8892205:5:825:20220410,Lichtervelde,11029,,213,,1
11,000006,88____:049::8896008:8896388:2:1426:20220408,Bissegem,11029,,214,,1
9,000011,88____:049::8895505:8895802:10:1959:20220327,Denderleeuw,11029,,215,,1
1,000016,88____:049::8896735:8896305:5:824:20220227,Menin,11030,,216,,1
2,000021,88____:049::8892205:8892338:6:1130:20220220,La Panne,11030,,217,,1
14,000018,88____:049::8895802:8895000:3:944:20220306,Alost,11030,,218,,1
3,000003,88____:049::8895208:8892007:10:2032:20220313,Gand-Saint-Pierre,11030,,219,,1
3,000014,88____:049::8895208:8892007:10:1732:20220320,Gand-Saint-Pierre,11030,,220,,1
15,000019,88____:049::8896008:8892205:5:925:20220410,Lichtervelde,11030,,221,,1
11,000006,88____:049::8896008:8896388:2:1526:20220408,Bissegem,11030,,222,,1
9,000011,88____:049::8895505:8895802:10:2059:20220327,Denderleeuw,11030,,223,,1
1,000016,88____:049::8896735:8896305:5:924:20220227,Menin,11031,,224,,1
2,000021,88____:049::8892205:8892338:6:1230:20220220,La Panne,11031,,225,,1
14,000018,88____:049::8895802:8895000:3:1044:20220306,Alost,11031,,226,,1
3,000003,88____:049::8895208:8892007:10:2132:20220313,Gand-Saint-Pierre,11031,,227,,1
3,000014,88____:049::8895208:8892007:10:1832:20220320,Gand-Saint-Pierre,11031,,228,,1
15,000019,88____:049::8896008:8892205:5:1025:20220410,Lichtervelde,11031,,229,,1
11,000006,88____:049::8896008:8896388:2:1626:20220408,Bissegem,11031,,230,,1
9,000011,88____:049::8895505:8895802:10:2159:20220327,Denderleeuw,11031,,231,,1
1,000016,88____:049::8896735:8896305:5:1024:20220227,Menin,11032,,232,,1
2,000021,88____:049::8892205:8892338:6:1330:20220220,La Panne,11032,,233,,1
14,000018,88____:049::8895802:8895000:3:1144:20220306,Alost,11032,,234,,1
3,000003,88____:049::8895208:8892007:10:2232:20220313,Gand-Saint-Pierre,11032,,235,,1
3,000014,88____:049::8895208:8892007:10:1932:20220320,Gand-Saint-Pierre,11032,,236,,1
15,000019,88____:049::8896008:8892205:5:1125:20220410,Lichtervelde,11032,,237,,1
11,000006,88____:049::8896008:8896388:2:1726:20220408,Bissegem,11032,,238,,1
19,000011,88____:049::8891009:8892205:4:725:20220327,Lichtervelde,11032,,239,,1
1,000016,88____:049::8896735:8896305:5:1124:20220227,Menin,11033,,240,,1
2,000021,88____:049::8892205:8892338:6:1430:20220220,La Panne,11033,,241,,1
14,000018,88____:049::8895802:8895000:3:1244:20220306,Alost,11033,,242,,1
3,000022,88____:049::8895208:8892007:10:2332:20220312,Gand-Saint-Pierre,11033,,243,,1
3,000014,88____:049::8895208:8892007:10:2032:20220320,Gand-Saint-Pierre,11033,,244,,1
15,000019,88____:049::8896008:8892205:5:1225:20220410,Lichtervelde,11033,,245,,1
11,000006,88____:049::8896008:8896388:2:1826:20220408,Bissegem,11033,,246,,1
19,000011,88____:049::8891009:8892205:4:825:20220327,Lichtervelde,11033,,247,,1
1,000016,88____:049::8896735:8896305:5:1224:20220227,Menin,11034,,248,,1
2,000021,88____:049::8892205:8892338:6:1530:20220220,La Panne,11034,,249,,1
14,000018,88____:049::8895802:8895000:3:1344:20220306,Alost,11034,,250,,1
19,000003,88____:049::8892205:8891009:4:722:20220313,Bruges,11034,,251,,1
3,000014,88____:049::8895208:8892007:10:2132:20220320,Gand-Saint-Pierre,11034,,252,,1
15,000019,88____:049::8896008:8892205:5:1325:20220410,Lichtervelde,11034,,253,,1
11,000006,88____:049::8896008:8896388:2:1926:20220408,Bissegem,11034,,254,,1
19,000011,88____:049::8891009:8892205:4:925:20220327,Lichtervelde,11034,,255,,1
1,000016,88____:049::8896735:8896305:5:1324:20220227,Menin,11035,,256,,1
2,000021,88____:049::8892205:8892338:6:1630:20220220,La Panne,11035,,257,,1
14,000018,88____:049::8895802:8895000:3:1444:20220306,Alost,11035,,258,,1
19,000003,88____:049::8892205:8891009:4:822:20220313,Bruges,11035,,259,,1
3,000014,88____:049::8895208:8892007:10:2232:20220320,Gand-Saint-Pierre,11035,,260,,1
15,000019,88____:049::8896008:8892205:5:1425:20220410,Lichtervelde,11035,,261,,1
11,000006,88____:049::8896008:8896388:2:2026:20220408,Bissegem,11035,,262,,1
19,000011,88____:049::8891009:8892205:4:1025:20220327,Lichtervelde,11035,,263,,1
1,000016,88____:049::8896735:8896305:5:1424:20220227,Menin,11036,,264,,1
2,000021,88____:049::8892205:8892338:6:1730:20220220,La Panne,11036,,265,,1
14,000018,88____:049::8895802:8895000:3:1544:20220306,Alost,11036,,266,,1
19,000003,88____:049::8892205:8891009:4:922:20220313,Bruges,11036,,267,,1
3,000024,88____:049::8895208:8892007:10:2332:20220319,Gand-Saint-Pierre,11036,,268,,1
15,000019,88____:049::8896008:8892205:5:1525:20220410,Lichtervelde,11036,,269,,1
11,000006,88____:049::8896008:8896388:2:2126:20220408,Bissegem,11036,,270,,1
19,000011,88____:049::8891009:8892205:4:1125:20220327,Lichtervelde,11036,,271,,1
1,000016,88____:049::8896735:8896305:5:1524:20220227,Menin,11037,,272,,1
2,000021,88____:049::8892205:8892338:6:1830:20220220,La Panne,11037,,273,,1
14,000018,88____:049::8895802:8895000:3:1644:20220306,Alost,11037,,274,,1
19,000003,88____:049::8892205:8891009:4:1022:20220313,Bruges,11037,,275,,1
15,000019,88____:049::8896008:8892205:5:1625:20220410,Lichtervelde,11037,,276,,1
11,000006,88____:049::8896008:8896388:2:2226:20220408,Bissegem,11037,,277,,1
20,000014,88____:049::8893401:8894201:3:759:20220320,Lokeren,11037,,278,,1
19,000011,88____:049::8891009:8892205:4:1225:20220327,Lichtervelde,11037,,279,,1
1,000016,88____:049::8896735:8896305:5:1624:20220227,Menin,11038,,280,,1
2,000021,88____:049::8892205:8892338:6:1930:20220220,La Panne,11038,,281,,1
14,000018,88____:049::8895802:8895000:3:1744:20220306,Alost,11038,,282,,1
19,000003,88____:049::8892205:8891009:4:1122:20220313,Bruges,11038,,283,,1
15,000019,88____:049::8896008:8892205:5:1725:20220410,Lichtervelde,11038,,284,,1
11,000006,88____:049::8896008:8896388:2:2326:20220408,Bissegem,11038,,285,,1
20,000014,88____:049::8893401:8894201:3:859:20220320,Lokeren,11038,,286,,1
19,000011,88____:049::8891009:8892205:4:1325:20220327,Lichtervelde,11038,,287,,1
1,000016,88____:049::8896735:8896305:5:1724:20220227,Menin,11039,,288,,1
2,000021,88____:049::8892205:8892338:6:2030:20220220,La Panne,11039,,289,,1
14,000018,88____:049::8895802:8895000:3:1844:20220306,Alost,11039,,290,,1
19,000003,88____:049::8892205:8891009:4:1222:20220313,Bruges,11039,,291,,1
15,000019,88____:049::8896008:8892205:5:1825:20220410,Lichtervelde,11039,,292,,1
20,000014,88____:049::8893401:8894201:3:959:20220320,Lokeren,11039,,293,,1
19,000011,88____:049::8891009:8892205:4:1425:20220327,Lichtervelde,11039,,294,,1
1,000016,88____:049::8896735:8896305:5:1824:20220227,Menin,11040,,295,,1
2,000021,88____:049::8892205:8892338:6:2130:20220220,La Panne,11040,,296,,1
14,000018,88____:049::8895802:8895000:3:1944:20220306,Alost,11040,,297,,1
19,000003,88____:049::8892205:8891009:4:1322:20220313,Bruges,11040,,298,,1
15,000019,88____:049::8896008:8892205:5:1925:20220410,Lichtervelde,11040,,299,,1
20,000014,88____:049::8893401:8894201:3:1059:20220320,Lokeren,11040,,300,,1
19,000011,88____:049::8891009:8892205:4:1525:20220327,Lichtervelde,11040,,301,,1
1,000016,88____:049::8896735:8896305:5:1924:20220227,Menin,11041,,302,,1
2,000021,88____:049::8892205:8892338:6:2230:20220220,La Panne,11041,,303,,1
14,000018,88____:049::8895802:8895000:3:2044:20220306,Alost,11041,,304,,1
19,000003,88____:049::8892205:8891009:4:1422:20220313,Bruges,11041,,305,,1
15,000019,88____:049::8896008:8892205:5:2025:20220410,Lichtervelde,11041,,306,,1
20,000014,88____:049::8893401:8894201:3:1159:20220320,Lokeren,11041,,307,,1
19,000011,88____:049::8891009:8892205:4:1625:20220327,Lichtervelde,11041,,308,,1
1,000016,88____:049::8896735:8896305:5:2024:20220227,Menin,11042,,309,,1
2,000021,88____:049::8892205:8892338:6:2330:20220220,La Panne,11042,,310,,1
14,000018,88____:049::8895802:8895000:3:2144:20220306,Alost,11042,,311,,1
19,000003,88____:049::8892205:8891009:4:1522:20220313,Bruges,11042,,312,,1
15,000019,88____:049::8896008:8892205:5:2125:20220410,Lichtervelde,11042,,313,,1
20,000014,88____:049::8893401:8894201:3:1259:20220320,Lokeren,11042,,314,,1
19,000011,88____:049::8891009:8892205:4:1725:20220327,Lichtervelde,11042,,315,,1
1,000016,88____:049::8896735:8896305:5:2124:20220227,Menin,11043,,316,,1
2,000017,88____:049::8892205:8892338:6:2430:20220219,La Panne,11043,,317,,1
14,000018,88____:049::8895802:8895000:3:2244:20220306,Alost,11043,,318,,1
19,000003,88____:049::8892205:8891009:4:1622:20220313,Bruges,11043,,319,,1
15,000019,88____:049::8896008:8892205:5:2225:20220410,Lichtervelde,11043,,320,,1
20,000014,88____:049::8893401:8894201:3:1359:20220320,Lokeren,11043,,321,,1
19,000011,88____:049::8891009:8892205:4:1825:20220327,Lichtervelde,11043,,322,,1
1,000016,88____:049::8896735:8896305:5:2224:20220227,Menin,11044,,323,,1
14,000018,88____:049::8895802:8895000:3:2344:20220306,Alost,11044,,324,,1
19,000003,88____:049::8892205:8891009:4:1722:20220313,Bruges,11044,,325,,1
15,000019,88____:049::8896008:8892205:5:2314:20220410,Lichtervelde,11044,,326,,1
